Categoria,Tipo,Critério-B,Nº Cat,Categoria-Tipo,Ref #,Categoria-Conceito,Categoria-Exemplos,Categoria-Descrição,Tipo-Conceito,Tipo-Exemplos,Tipo-Descrição,Critério-B-Conceito,Pergunta,1 - Sem barreiras,5 - Com barreiras impeditivas
Escolha,Selecionar entre alternativas,Design,1,Esc - Selecionar entre alternativas,7,"Envolve os comportamentos relacionados à análise e seleção de alternativas que sejam relevantes para a continuidade do processo. Pequenas escolhas, que tenham pouco ou nenhum impacto no andamento do processo, não precisam ser registradas.","ex: - escolher entre as opções de pagamento disponíveis (boleto, débito, PIX); - indicar o tipo de declaração do imposto de renda (simplificada ou completa).","Envolve os comportamentos relacionados à análise e seleção de alternativas que sejam relevantes para a continuidade do processo. Pequenas escolhas, que tenham pouco ou nenhum impacto no andamento do processo, não precisam ser registradas.ex: - escolher entre as opções de pagamento disponíveis (boleto, débito, PIX); - indicar o tipo de declaração do imposto de renda (simplificada ou completa).","É o comportamento da pessoa usuária de escolher entre diferentes opções ou atributos de um serviço, a fim de personalizar a experiência do usuário ou atender a necessidades específicas.",ex: escolher entre as opções disponíveis para entrar em contato com o suporte ao enfrentar dificuldades de acesso.,"É o comportamento da pessoa usuária de escolher entre diferentes opções ou atributos de um serviço, a fim de personalizar a experiência do usuário ou atender a necessidades específicas. ex: escolher entre as opções disponíveis para entrar em contato com o suporte ao enfrentar dificuldades de acesso.","Refere-se à estética visual, incluindo a escolha de cores, fontes, layout e elementos gráficos.","Há recursos visuais (ícones, negritos, etc) para ajudar a pessoa usuária a identificar e entender informações-chave?","Recursos visuais (como, coloração, negrito, ícones) são usadas eficazmente para facilitar a identificação e compreensão rápida de informações-chave sobre as alternativas.","Nenhuma técnica visual é utilizada, tornando difícil identificar e entender as informações-chave."
Espera,Espera passiva,Confiança,1,Esp - Espera passiva,1,Envolve o comportamento de aguardar uma ação externa.,"ex: - aguardar a resposta de um e-mail;- aguardar seu atendimento em fila de espera virtual.","Envolve o comportamento de aguardar uma ação externa.ex: - aguardar a resposta de um e-mail;- aguardar seu atendimento em fila de espera virtual.",É o comportamento da pessoa usuária de aguardar a resposta.,ex: aguardar a resposta de um e-mail.,"É o comportamento da pessoa usuária de aguardar a resposta.ex: aguardar a resposta de um e-mail.","Refere-se à relação de credibilidade estabelecida entre a instituição pública e o cidadão, sustentada pela transparência nas ações e pela disponibilização de informações precisas e oportunas. É o sentimento de que a outra parte agirá de forma justa, honesta e confiável.",A pessoa usuária recebe atualizações de progresso e outras informações úteis durante o período de espera?,"A pessoa usuária é informada tempestivamente sobre atrasos, e recebe um tempo de espera estimado atualizado.",A pessoa usuária não recebe um tempo de espera estimado e não é informada sobre atrasos.
Espera,Espera passiva,Confiança,1,Esp - Espera passiva,2,Envolve o comportamento de aguardar uma ação externa.,"ex: - aguardar a resposta de um e-mail;- aguardar seu atendimento em fila de espera virtual.","Envolve o comportamento de aguardar uma ação externa.ex: - aguardar a resposta de um e-mail;- aguardar seu atendimento em fila de espera virtual.",É o comportamento da pessoa usuária de aguardar a resposta.,ex: aguardar a resposta de um e-mail.,"É o comportamento da pessoa usuária de aguardar a resposta.ex: aguardar a resposta de um e-mail.","Refere-se à relação de credibilidade estabelecida entre a instituição pública e o cidadão, sustentada pela transparência nas ações e pela disponibilização de informações precisas e oportunas. É o sentimento de que a outra parte agirá de forma justa, honesta e confiável.",A pessoa usuária recebe uma estimativa clara de quanto tempo a resposta levará para ser enviada?,O tempo de espera é comunicado em termos específicos. A estimativa de tempo é comunicada automaticamente após o envio da solicitação.,A pessoa usuária não recebe um tempo de espera estimado.
Espera,Espera passiva,Confiança,1,Esp - Espera passiva,3,Envolve o comportamento de aguardar uma ação externa.,"ex: - aguardar a resposta de um e-mail;- aguardar seu atendimento em fila de espera virtual.","Envolve o comportamento de aguardar uma ação externa.ex: - aguardar a resposta de um e-mail;- aguardar seu atendimento em fila de espera virtual.",É o comportamento da pessoa usuária de aguardar a resposta.,ex: aguardar a resposta de um e-mail.,"É o comportamento da pessoa usuária de aguardar a resposta.ex: aguardar a resposta de um e-mail.","Refere-se à relação de credibilidade estabelecida entre a instituição pública e o cidadão, sustentada pela transparência nas ações e pela disponibilização de informações precisas e oportunas. É o sentimento de que a outra parte agirá de forma justa, honesta e confiável.",A estimativa de tempo de espera reflete os tempos de espera reais?,O tempo de espera real é preciso ou desvia muito pouco do tempo de espera estimado e informado.,O tempo de espera real desvia muitíssimo do tempo de espera estimado e informado.
Espera,Espera passiva,Apoio proativo,1,Esp - Espera passiva,4,Envolve o comportamento de aguardar uma ação externa.,"ex: - aguardar a resposta de um e-mail;- aguardar seu atendimento em fila de espera virtual.","Envolve o comportamento de aguardar uma ação externa.ex: - aguardar a resposta de um e-mail;- aguardar seu atendimento em fila de espera virtual.",É o comportamento da pessoa usuária de aguardar a resposta.,ex: aguardar a resposta de um e-mail.,"É o comportamento da pessoa usuária de aguardar a resposta.ex: aguardar a resposta de um e-mail.",Refere-se a iniciativa de prever e solucionar problemas antes mesmo que os usuários os identifiquem.,"Em caso de atraso, a pessoa usuária é informada claramente sobre como proceder para atender suas demandas?","A pessoa usuária é informada sobre o atraso e recebe um atendimento personalizado, com acompanhamento individualizado da demanda até a sua resolução.",A pessoa usuária não recebe nenhuma informação sobre o que fazer em caso de atraso.
Espera,Espera ativa,Conteúdo,2,Esp - Espera ativa,1,Envolve o comportamento de aguardar uma ação externa.,"ex: - aguardar a resposta de um e-mail;- aguardar seu atendimento em fila de espera virtual.","Envolve o comportamento de aguardar uma ação externa.ex: - aguardar a resposta de um e-mail;- aguardar seu atendimento em fila de espera virtual.",É o comportamento da pessoa usuária de aguardar sua vez de ser atendido em um sistema que o posiciona em uma fila virtual.,ex: aguardar sua vez de ser atendido(a) em chat online.,"É o comportamento da pessoa usuária de aguardar sua vez de ser atendido em um sistema que o posiciona em uma fila virtual.ex: aguardar sua vez de ser atendido(a) em chat online.","Refere-se às informações que a pessoa usuária encontra no site ou aplicativo do serviço, desde textos e imagens até dados e funcionalidades. Um bom conteúdo é relevante, preciso, atualizado e organizado de forma lógica, facilitando a busca e a compreensão das informações.",A pessoa usuária recebe uma estimativa clara sobre quanto tempo levará para ser atendida?,"O tempo de espera é comunicado em termos específicos e em uma faixa curta (ex. 1-2 minutos). A estimativa é informada pelos dados atuais (ex. volumes de chamadas, número de pessoas esperando).",A pessoa usuária não recebe um tempo de espera estimado.
Espera,Espera ativa,Confiança,2,Esp - Espera ativa,2,Envolve o comportamento de aguardar uma ação externa.,"ex: - aguardar a resposta de um e-mail;- aguardar seu atendimento em fila de espera virtual.","Envolve o comportamento de aguardar uma ação externa.ex: - aguardar a resposta de um e-mail;- aguardar seu atendimento em fila de espera virtual.",É o comportamento da pessoa usuária de aguardar sua vez de ser atendido em um sistema que o posiciona em uma fila virtual.,ex: aguardar sua vez de ser atendido(a) em chat online.,"É o comportamento da pessoa usuária de aguardar sua vez de ser atendido em um sistema que o posiciona em uma fila virtual.ex: aguardar sua vez de ser atendido(a) em chat online.","Refere-se à relação de credibilidade estabelecida entre a instituição pública e o cidadão, sustentada pela transparência nas ações e pela disponibilização de informações precisas e oportunas. É o sentimento de que a outra parte agirá de forma justa, honesta e confiável.",A estimativa de tempo de espera reflete os tempos de espera reais?,"O tempo de espera real é preciso ou desvia muito pouco do tempo de espera estimado e informado. A pessoa usuária desiste apenas devido a dificuldades técnicas, durante o período de espera.",O tempo de espera real desvia muitíssimo do tempo de espera estimado e informado. Muitas pessoas usuárias desistem durante o período de espera.
Espera,Espera ativa,Confiança,2,Esp - Espera ativa,3,Envolve o comportamento de aguardar uma ação externa.,"ex: - aguardar a resposta de um e-mail;- aguardar seu atendimento em fila de espera virtual.","Envolve o comportamento de aguardar uma ação externa.ex: - aguardar a resposta de um e-mail;- aguardar seu atendimento em fila de espera virtual.",É o comportamento da pessoa usuária de aguardar sua vez de ser atendido em um sistema que o posiciona em uma fila virtual.,ex: aguardar sua vez de ser atendido(a) em chat online.,"É o comportamento da pessoa usuária de aguardar sua vez de ser atendido em um sistema que o posiciona em uma fila virtual.ex: aguardar sua vez de ser atendido(a) em chat online.","Refere-se à relação de credibilidade estabelecida entre a instituição pública e o cidadão, sustentada pela transparência nas ações e pela disponibilização de informações precisas e oportunas. É o sentimento de que a outra parte agirá de forma justa, honesta e confiável.",A pessoa usuária recebe atualizações de progresso e outras informações úteis durante o período de espera?,"A pessoa usuária é informada tempestivamente sobre atrasos, e recebe um tempo de espera estimado atualizado.",A pessoa usuária não recebe um tempo de espera estimado e não é informada sobre atrasos.
Outros,Comportamento novo,Eficiência,1,Out - Comportamento novo,1,Envolve comportamentos relevantes que não estão presentes nas opções pré-definidas ou são específicos do processo que está sendo mapeado.,"ex: - comprovar requisito específico do processo; - entrar em contato com agente externo ao serviço para tirar dúvidas (como familiar ou colega de trabalho).","Envolve comportamentos relevantes que não estão presentes nas opções pré-definidas ou são específicos do processo que está sendo mapeado.ex: - comprovar requisito específico do processo; - entrar em contato com agente externo ao serviço para tirar dúvidas (como familiar ou colega de trabalho).",Refere-se a um comportamento exclusivo ou atípico de determinado processo.,"ex: - cumprir algum requisito ou ação pouco usual em outros processos; - entrar em contato com agente externo ao serviço para tirar dúvidas (como familiar ou colega de trabalho).","Refere-se a um comportamento exclusivo ou atípico de determinado processo. ex: - cumprir algum requisito ou ação pouco usual em outros processos; - entrar em contato com agente externo ao serviço para tirar dúvidas (como familiar ou colega de trabalho).","Refere-se a realização de tarefas de forma rápida, precisa e de forma a prever e minimizar de erros.",A pessoa usuária experimenta barreiras nesta etapa?,A pessoa usuária não enfrenta barreiras que tornam difícil e estressante completar esta etapa e avançar no processo.,A pessoa usuária enfrenta inúmeras barreiras que tornam difícil e estressante completar esta etapa e avançar no processo.
Outros,Comportamento novo,Conteúdo,1,Out - Comportamento novo,2,Envolve comportamentos relevantes que não estão presentes nas opções pré-definidas ou são específicos do processo que está sendo mapeado.,"ex: - comprovar requisito específico do processo; - entrar em contato com agente externo ao serviço para tirar dúvidas (como familiar ou colega de trabalho).","Envolve comportamentos relevantes que não estão presentes nas opções pré-definidas ou são específicos do processo que está sendo mapeado.ex: - comprovar requisito específico do processo; - entrar em contato com agente externo ao serviço para tirar dúvidas (como familiar ou colega de trabalho).",Refere-se a um comportamento exclusivo ou atípico de determinado processo.,"ex: - cumprir algum requisito ou ação pouco usual em outros processos; - entrar em contato com agente externo ao serviço para tirar dúvidas (como familiar ou colega de trabalho).","Refere-se a um comportamento exclusivo ou atípico de determinado processo. ex: - cumprir algum requisito ou ação pouco usual em outros processos; - entrar em contato com agente externo ao serviço para tirar dúvidas (como familiar ou colega de trabalho).","Refere-se às informações que a pessoa usuária encontra no site ou aplicativo do serviço, desde textos e imagens até dados e funcionalidades. Um bom conteúdo é relevante, preciso, atualizado e organizado de forma lógica, facilitando a busca e a compreensão das informações.",A informação fornecida sobre esta etapa do processo é clara?,"A pessoa usuária recebe informações claras sobre a etapa, escritas com sentenças concisas. Não há informações desnecessárias.","Não há informações suficientes para entender a etapa ou as informações são excessivas e confusas, com muitos detalhes irrelevantes que dificultam a compreensão da etapa."
Outros,Comportamento novo,Confiança,1,Out - Comportamento novo,3,Envolve comportamentos relevantes que não estão presentes nas opções pré-definidas ou são específicos do processo que está sendo mapeado.,"ex: - comprovar requisito específico do processo; - entrar em contato com agente externo ao serviço para tirar dúvidas (como familiar ou colega de trabalho).","Envolve comportamentos relevantes que não estão presentes nas opções pré-definidas ou são específicos do processo que está sendo mapeado.ex: - comprovar requisito específico do processo; - entrar em contato com agente externo ao serviço para tirar dúvidas (como familiar ou colega de trabalho).",Refere-se a um comportamento exclusivo ou atípico de determinado processo.,"ex: - cumprir algum requisito ou ação pouco usual em outros processos; - entrar em contato com agente externo ao serviço para tirar dúvidas (como familiar ou colega de trabalho).","Refere-se a um comportamento exclusivo ou atípico de determinado processo. ex: - cumprir algum requisito ou ação pouco usual em outros processos; - entrar em contato com agente externo ao serviço para tirar dúvidas (como familiar ou colega de trabalho).","Refere-se à relação de credibilidade estabelecida entre a instituição pública e o cidadão, sustentada pela transparência nas ações e pela disponibilização de informações precisas e oportunas. É o sentimento de que a outra parte agirá de forma justa, honesta e confiável.","A pessoa usuária recebe informações claras sobre onde está no processo, como completar a etapa e por que essa etapa é necessária?","A pessoa usuária recebe informações que explicam muito claramente onde ela está no processo, como completar a etapa e por que essa etapa é necessária.","A pesssoa usuária não recebe informações que explicam onde ela está no processo, como completar a etapa e por que essa etapa é necessária. Ela frequentemente se sente perdida e entra em contato com a equipe pedindo informações."
Outros,Comportamento novo,Eficiência,1,Out - Comportamento novo,4,Envolve comportamentos relevantes que não estão presentes nas opções pré-definidas ou são específicos do processo que está sendo mapeado.,"ex: - comprovar requisito específico do processo; - entrar em contato com agente externo ao serviço para tirar dúvidas (como familiar ou colega de trabalho).","Envolve comportamentos relevantes que não estão presentes nas opções pré-definidas ou são específicos do processo que está sendo mapeado.ex: - comprovar requisito específico do processo; - entrar em contato com agente externo ao serviço para tirar dúvidas (como familiar ou colega de trabalho).",Refere-se a um comportamento exclusivo ou atípico de determinado processo.,"ex: - cumprir algum requisito ou ação pouco usual em outros processos; - entrar em contato com agente externo ao serviço para tirar dúvidas (como familiar ou colega de trabalho).","Refere-se a um comportamento exclusivo ou atípico de determinado processo. ex: - cumprir algum requisito ou ação pouco usual em outros processos; - entrar em contato com agente externo ao serviço para tirar dúvidas (como familiar ou colega de trabalho).","Refere-se a realização de tarefas de forma rápida, precisa e de forma a prever e minimizar de erros.",Este comportamento contribui de forma essencial para o andamento eficiente ou conclusão do processo e o alcance do objetivo pretendido?,"Este comportamento não é uma barreira, é uma parte muito necessária do processo e não pode ser removido.",Este comportamento é uma parte desnecessária do processo e pode ser removido.
Outros,Comportamento novo,Confiança,1,Out - Comportamento novo,5,Envolve comportamentos relevantes que não estão presentes nas opções pré-definidas ou são específicos do processo que está sendo mapeado.,"ex: - comprovar requisito específico do processo; - entrar em contato com agente externo ao serviço para tirar dúvidas (como familiar ou colega de trabalho).","Envolve comportamentos relevantes que não estão presentes nas opções pré-definidas ou são específicos do processo que está sendo mapeado.ex: - comprovar requisito específico do processo; - entrar em contato com agente externo ao serviço para tirar dúvidas (como familiar ou colega de trabalho).",Refere-se a um comportamento exclusivo ou atípico de determinado processo.,"ex: - cumprir algum requisito ou ação pouco usual em outros processos; - entrar em contato com agente externo ao serviço para tirar dúvidas (como familiar ou colega de trabalho).","Refere-se a um comportamento exclusivo ou atípico de determinado processo. ex: - cumprir algum requisito ou ação pouco usual em outros processos; - entrar em contato com agente externo ao serviço para tirar dúvidas (como familiar ou colega de trabalho).","Refere-se à relação de credibilidade estabelecida entre a instituição pública e o cidadão, sustentada pela transparência nas ações e pela disponibilização de informações precisas e oportunas. É o sentimento de que a outra parte agirá de forma justa, honesta e confiável.",Os próximos passos estão claros?,A pessoa usuária recebe informações que explicam claramente os próximos passos no processo e o que pode ser feito.,Nenhuma informação é fornecida sobre os próximos passos no processo.
